url,prompt,output
https://www.yesdelft.com/startups/zorgkeuzelab/,Keywords,"ZORGKEUZELAB, YES!Delft, Services, Validation Lab, Accelerator program, YES!TALENTS, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes, Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, TEAM, MedTech, Founders, Regina The, Klemens Karssen, Website, interactive decision aid platform, shared decision making, patients, healthcare professionals, better informed patients, patient satisfaction, decisional conflict, implementation toolkit, medical specialists, different types of cancer, chronic diseases, benign disorders, Subscribe, tour, incubator, Privacy Policy, Cookie Policy, Terms and Conditions, Sitemap, Links."
https://www.yesdelft.com/startups/zorgkeuzelab/,Industries,"SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, MedTech."
https://www.yesdelft.com/startups/zorgkeuzelab/,Organization Name,The name of the organization is ZORGKEUZELAB.
https://www.dotpower.nl,Description,"DOT is a company focused on developing innovative and sustainable wind turbine technology, including hydraulic drivetrains, Pelton turbines, and reverse osmosis systems, with a goal of reducing weight, costs, and maintenance while delivering flexible end products for a fixed price."
https://www.dotpower.nl,Keywords,"DOT, hydraulic drivetrain, wind turbine, Pelton turbine, reverse osmosis, slip joint, installation, water, hydrogen, electricity, sustainable products, innovation track record, positive displacement, offshore wind, Paris goals, Heerema, TU Delft, hydraulic pile extraction, Delft Offshore Turbine."
https://www.dotpower.nl,Industries,"wind energy, renewable energy, offshore wind, hydropower, water treatment, power generation, engineering, construction."
https://www.dotpower.nl,Organization Name,DOT (Delft Offshore Turbine).
https://www.yesdelft.com/effect-ai-2/,Description,"Effect.ai is a startup focused on artificial intelligence and blockchain technology, offering services such as validation, accelerator programs, and access to a multilingual workforce to structure text and voice data."
https://www.yesdelft.com/effect-ai-2/,Keywords,"Effect.ai, YES!Delft, Services, Validation Lab, Accelerator program, YES!TALENTS, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes, Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, Contact US, FAQs, About us, TEAM, Blockchain, Efffect.ai, Effect Force, AI models, multilingual workforce, text, voice data."
https://www.yesdelft.com/effect-ai-2/,Industries,"SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS."
https://www.yesdelft.com/effect-ai-2/,Organization Name,The name of the organization is Effect.ai.
https://www.yesdelft.com/startups/protension-composites/,Description,"Protension Composites uses advanced robotics and CNC technology to automate the manufacturing of complex fiber architectures for composite products, with applications in personal protection equipment, high-end sports equipment, wind energy, aerospace, and automotive technologies."
https://www.yesdelft.com/startups/protension-composites/,Keywords,"Keywords: PROTENSION COMPOSITES, YES!Delft, Services, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes, Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, Founders, Lucas van den Akker, Jack Wetzels, Advanced robotics, CNC technology, complex fibre architectures, composite products, preform manufacturing designs, 3D fibre preforms, preforming technology, personal protection equipment, high-end sports equipment, wind energy, aerospace, automotive technologies."
https://www.yesdelft.com/startups/protension-composites/,Industries,"advanced robotics, CNC technology, composite products, personal protection equipment, motorsports, defense, high-end sports equipment, wind energy, aerospace, automotive technologies."
https://www.yesdelft.com/startups/protension-composites/,Organization Name,The name of the organization is Protension Composites.
https://www.yesdelft.com/startups/sd-insights/,Description,SD Insights is a driving performance improvement company that delivers driver coaching to improve road safety using non-intrusive data collection and analysis to provide personalized feedback.
https://www.yesdelft.com/startups/sd-insights/,Keywords,"YES!Delft, Validation Lab Accelerator program, Co-Lab, STARTUP JOBS, YES!FUNDED, Innocubes Startup Challenges, Complex Tech, Frank Anema, Guido Sluijsmans, Tom Hubers, SD-Insights, driving performance, road safety, employee safety, distraction, inattention, image recognition sensor, non-intrusive, actionable feedback, personal tachograph, mobility."
https://www.yesdelft.com/startups/sd-insights/,Industries,"Complex Tech, Mobility, Automotive, Artificial Intelligence, Clean Tech."
https://www.yesdelft.com/startups/sd-insights/,Organization Name,SD INSIGHTS.
https://www.yesdelft.com/startups/spore-bi/,Description,Spore.Bi provides end-to-end analytics solutions for companies to leverage their data and gain foresights from it.
https://www.yesdelft.com/startups/spore-bi/,Keywords,"Services, Programs, Validation Lab Accelerator program, Talents Co-Lab, Startup Jobs, Funded, Ecosystem, Innocubes Startup Challenges, Focus Areas, Social Tech, Artificial Intelligence, Blockchain, Deep Tech, Aviation, Clean Tech, MedTech, Robotics, Community, Online Info Session, Events, Startup Challenges, News, Startups, Mentors, Partners, Investors, Locations, Rotterdam, The Hague, Delft, AI, Founders, Nicolas Kramer, Amir Piltan, website, Spore.BI, paradigm shift, analytics, data, digital technologies, financial performance, expertise, technical know-how, end-to-end analytics solutions."
https://www.yesdelft.com/startups/spore-bi/,Industries,"Social Tech, Artificial Intelligence, Blockchain, Deep Tech, Aviation, Clean Tech, MedTech, Robotics."
https://www.yesdelft.com/startups/spore-bi/,Organization Name,Spore.BI.
https://www.yesdelft.com/medvice/,Description,Medvice is a MedTechAI startup that offers software to save time during consultations at clinics by utilizing waiting time to perform interactive medical anamnesis and generate logs for doctors while collecting standardized patient data for AI predictive models.
https://www.yesdelft.com/medvice/,Keywords,"MEDVICE, YES!Delft, Services, Validation Lab Accelerator program, Co-Lab, STARTUP JOBS, FUNDED, ECOSYSTEM, Innocubes Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, MedTechAI, Founders, Tareq Jaber, Website, interactive medical anamnesis, real-world patient data, AI predictive models, mobile app."
https://www.yesdelft.com/medvice/,Industries,"MedTech, AI"
https://www.yesdelft.com/medvice/,Organization Name,"The name of the organization is ""MEDVICE""."
https://www.yesdelft.com/startups/mgaubel/,Description,MgAubel is a clean tech company specializing in developing and delivering smart-eco materials for transport and industrial infrastructure.
https://www.yesdelft.com/startups/mgaubel/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, YES!FUNDED, Innocubes Startup Challenges, Clean Tech, Marc Goedkoop, Mineral Composites, smart-eco materials, infrastructure maintenance, renovation, cost-efficient, transport, industrial infrastructure, utility floors, quaysides, RDM Rotterdam, port-related innovations."
https://www.yesdelft.com/startups/mgaubel/,Industries,"Clean Tech, Transport Infrastructure, Industrial Infrastructure."
https://www.yesdelft.com/startups/mgaubel/,Organization Name,"The name of the organization is ""MgAubel""."
https://www.yesdelft.com/startups/circularise/,Description,Circularise is a blockchain-based technology company that uses blockchain to solve communication barriers in the value chain to enable a circular economy.
https://www.yesdelft.com/startups/circularise/,Keywords,"YES!Delft, Validation Lab Accelerator program, Co-Lab, Innocubes, startup challenges, social tech, artificial intelligence, blockchain, deep tech, aviation, clean tech, medtech, robotics, online info session, startup challenges, news, startups, mentors, partners, investors, Rotterdam, The Hague, Delft, blockchain, Circularise, communication barriers, value chain, circular economy."
https://www.yesdelft.com/startups/circularise/,Industries,"Blockchain, Clean Tech, MedTech, Robotics"
https://www.yesdelft.com/startups/circularise/,Organization Name,Circularise.
https://www.yesdelft.com/tective-robotics/,Description,"Tective Robotics is developing an autonomous dronehub called SkyHive for automated drone surveying of crops, which also serves as a reconnaissance and search and rescue platform."
https://www.yesdelft.com/tective-robotics/,Keywords,"Tective Robotics, YES!Delft, Validation Lab, Accelerator program, Co-Lab, startup jobs, ecosystem, aviation, robotics, SkyHive, autonomous dronehub, per-plant crop health data, drone surveying process, surveying subscription service, chemical usage, yields, Dutch Ministry of Defence, reconnaissance, search and rescue platform."
https://www.yesdelft.com/tective-robotics/,Industries,"Aviation, Robotics, Clean Tech, MedTech"
https://www.yesdelft.com/tective-robotics/,Organization Name,Tective Robotics.
https://www.yesdelft.com/startups/taniq/,Description,TANIQ focuses on optimizing reinforced rubber products for industries such as mining and automotive through design software and robotic equipment to achieve cost savings of up to 80%.
https://www.yesdelft.com/startups/taniq/,Keywords,"TANIQ, reinforced rubber products, optimization, design software, robotic equipment, material cost savings, production cost savings, dredging industry, mining industry, automotive industry."
https://www.yesdelft.com/startups/taniq/,Industries,"dredging, mining, automotive industry"
https://www.yesdelft.com/startups/taniq/,Organization Name,The name of the organization is TANIQ.
https://www.yesdelft.com/startups/aels/,Description,"AELS is a total end-of-life service provider for aircraft, providing disassembly, material recycling and component management services to high-profile customers using sustainable and green solutions."
https://www.yesdelft.com/startups/aels/,Keywords,"YES!Delft, Services, Validation Lab Accelerator program, Co-Lab STARTUP JOBS, YES!FUNDED, Innocubes Startup Challenges, Focus Areas, Aviation, Disassembly, Dismantling, Aerospace Material Recycling, Component Management, Sustainable, Green solutions, KLM, Lufthansa, TNT, DHL, Iberia, A320, 737 components, End-of-life aircraft."
https://www.yesdelft.com/startups/aels/,Industries,"Aviation, Clean Tech, Robotics"
https://www.yesdelft.com/startups/aels/,Organization Name,AELS.
https://www.yesdelft.com/startups/synext/,Description,Synext is an R&D company that generates electricity from waste heat to make the world more efficient with minimal waste.
https://www.yesdelft.com/startups/synext/,Keywords,"SYNEXT, R&D company, waste heat, electricity generation, waste streams, energy savings, natural resources, carbon footprint reduction, ORC, high pressure, toxic working fluids, cost effective, Return on Investment, low pressure steam, water recovery, industry impact."
https://www.yesdelft.com/startups/synext/,Industries,"Complex Tech, Clean Tech, Energy, R&D."
https://www.yesdelft.com/startups/synext/,Organization Name,SYNEXT.
https://www.yesdelft.com/startup-micro-cosmos/,Description,"Micro-Cosmos provides a personalized dome that helps hospitalized patients recover faster by reducing external stimuli and giving them a more private and secure environment to control, so they can sleep better and go home faster."
https://www.yesdelft.com/startup-micro-cosmos/,Keywords,"YES!Delft, MedTech, sleep deprivation, hospital, recovery, external stimuli, privacy, patients, dome, personalized environment."
https://www.yesdelft.com/startup-micro-cosmos/,Industries,MedTech.
https://www.yesdelft.com/startup-micro-cosmos/,Organization Name,The name of the organization is Micro-Cosmos.
https://www.yesdelft.com/startups/tvilight/,Description,"Tvilight is a European market leader in end-to-end lighting control solutions for outdoor applications, offering sensors, wireless lighting controls, and connected lighting management software, and pioneering the concept of ""light on demand"" to help cities achieve significant energy and infrastructure cost savings."
https://www.yesdelft.com/startups/tvilight/,Keywords,"YES!Delft, Validation Lab Accelerator program, Co-Lab STARTUP JOBS, Innocubes Startup Challenges, Focus Areas, AI, TVilight, wireless lighting controls, connected lighting management software, street lighting controller, energy efficiency, infrastructure maintenance, Smart City, installed base, intelligent devices."
https://www.yesdelft.com/startups/tvilight/,Industries,"sensors, wireless technology, lighting control, connected lighting management software, energy efficiency, infrastructure maintenance, smart cities"
https://www.yesdelft.com/startups/tvilight/,Organization Name,TVILIGHT.
https://www.yesdelft.com/effect-ai/,Description,"Effect.AI is a platform that provides an open, democratic and decentralized network for artificial intelligence that allows data scientists to outsource data labeling."
https://www.yesdelft.com/effect-ai/,Keywords,"Effect.AI, YES!Delft, Validation Lab Accelerator program, Co-Lab, Startup jobs, Innocubes Startup Challenges, Social tech, Artificial intelligence, Blockchain, Deep tech, Aviation, Clean tech, Medtech, Robotics, Online info session, Startups, Mentors, Partners, Investors, Rotterdam, The Hague, Delft, AI, Chris Dawe, decentralized network, data labeling."
https://www.yesdelft.com/effect-ai/,Industries,"SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS"
https://www.yesdelft.com/effect-ai/,Organization Name,Effect.AI.
https://www.yesdelft.com/startups/eternal-sun/,Description,"Eternal Sun is a high-tech organization based in The Hague, the Netherlands, specialized in solar simulation and PV module testing, providing their customers with high-end solar testing equipment, training, and services for the purpose of testing performance & quality of solar technology."
